Date,Low,High,Close,Open
"2022-01-01 01:00:00",46203.9,46737.1,46649.9,46216
"2022-01-01 02:00:00",46584.3,46940.7,46773.4,46649.9
"2022-01-01 03:00:00",46726,46916.2,46798.1,46773.3
"2022-01-01 04:00:00",46746,46887.2,46795.8,46798.2
"2022-01-01 05:00:00",46598.2,46863.3,46703,46795.8
"2022-01-01 06:00:00",46668,47547.5,47185,46702.1
"2022-01-01 07:00:00",46916.1,47313.1,46974.6,47185
"2022-01-01 08:00:00",46898.5,47245.7,47195.2,46974.6
"2022-01-01 09:00:00",47077.7,47333.5,47116.2,47194.1
"2022-01-01 10:00:00",46928,47198.1,47132.6,47116.3
"2022-01-01 11:00:00",46714.9,47298.9,46871.8,47132.6
"2022-01-01 12:00:00",46759.7,46998.4,46761.9,46870.5
"2022-01-01 13:00:00",46762,47225.1,47063.9,46762
"2022-01-01 14:00:00",46932.4,47187.9,47016.2,47074
"2022-01-01 15:00:00",46849.7,47099.4,46915.1,47014.7
"2022-01-01 16:00:00",46877.6,47474.1,47199.7,46915.2
"2022-01-01 17:00:00",47168.5,47502.4,47257.9,47199.7
"2022-01-01 18:00:00",47226.3,47932.1,47738.3,47257.9
"2022-01-01 19:00:00",47405.9,47819.6,47552.4,47738.4
"2022-01-01 20:00:00",47291.6,47604.9,47326.9,47552.5
"2022-01-01 21:00:00",47248.7,47547.5,47394.1,47328.1
"2022-01-01 22:00:00",47271.4,47528.2,47324.9,47394
"2022-01-01 23:00:00",47223.9,47487.8,47430.3,47315.7
"2022-01-02 00:00:00",47283.4,47810.2,47721.7,47430.2
"2022-01-02 01:00:00",47382.6,47748.7,47635.1,47721.8
"2022-01-02 02:00:00",47322.6,47640.2,47380,47635.1
"2022-01-02 03:00:00",47297.5,47451.6,47382,47379.9
"2022-01-02 04:00:00",47274.4,47459.4,47337.3,47378.7
"2022-01-02 05:00:00",46776.7,47420.7,46909,47337.3
"2022-01-02 06:00:00",46843.4,47085,47082.1,46908.9
"2022-01-02 07:00:00",47015,47246.4,47127.2,47084.9
"2022-01-02 08:00:00",47091.4,47285.5,47176.1,47127
"2022-01-02 09:00:00",46967,47241.5,47218.6,47179
"2022-01-02 10:00:00",47150.6,47606.5,47269.6,47218.6
"2022-01-02 11:00:00",47142.4,47345,47183.8,47269.7
"2022-01-02 12:00:00",47155.7,47376.7,47232.4,47183.8
"2022-01-02 13:00:00",47019.7,47439.9,47280.8,47232.5
"2022-01-02 14:00:00",47086.2,47290,47134.5,47283.2
"2022-01-02 15:00:00",47011.3,47195.5,47115.9,47134.5
"2022-01-02 16:00:00",47083.3,47384.6,47331.5,47115.9
"2022-01-02 17:00:00",47277.3,47871.5,47783,47331.4
"2022-01-02 18:00:00",47324.9,47994.2,47402.6,47783.1
"2022-01-02 19:00:00",46629.6,47401.5,47054.1,47401.5
"2022-01-02 20:00:00",46846.9,47209,46912,47051.7
"2022-01-02 21:00:00",46831.1,47052.6,47011.4,46912
"2022-01-02 22:00:00",46928.8,47193.9,47020.9,47011.4
"2022-01-02 23:00:00",47021.9,47394.7,47266.4,47021.9
"2022-01-03 00:00:00",47267.7,47469.6,47288,47267.7
"2022-01-03 01:00:00",47060.5,47286.6,47060.5,47286.6
"2022-01-03 02:00:00",46952.5,47132.3,47115,47060.5
"2022-01-03 03:00:00",46855.9,47114.9,47005.3,47114.9
"2022-01-03 04:00:00",46728,47089.3,46809.1,47005.2
"2022-01-03 05:00:00",46764.4,46943.9,46830.7,46809
"2022-01-03 06:00:00",46782.3,47215.9,47086.1,46830.6
"2022-01-03 07:00:00",46876.2,47101.9,46927.9,47086.2
"2022-01-03 08:00:00",46865.4,47066.6,47040.7,46928
"2022-01-03 09:00:00",46921.2,47136.4,46975.5,47040.7
"2022-01-03 10:00:00",46781.1,47098.9,46976.7,46975.5
"2022-01-03 11:00:00",46976.6,47279.6,47113.7,46976.7
"2022-01-03 12:00:00",47107.5,47428.4,47361.4,47118.5
"2022-01-03 13:00:00",47173.4,47560,47190.6,47361.4
"2022-01-03 14:00:00",47127,47350.3,47155.3,47190.6
"2022-01-03 15:00:00",46800,47274.5,46869.1,47155.2
"2022-01-03 16:00:00",46576,47010,46687.2,46869.2
"2022-01-03 17:00:00",46278.2,46785.8,46485.3,46687.2
"2022-01-03 18:00:00",46406.6,46784.3,46577.2,46485.2
"2022-01-03 19:00:00",46419.9,46730.9,46468.1,46577.2
"2022-01-03 20:00:00",46356,46642.9,46375.9,46471.8
"2022-01-03 21:00:00",45687.7,46404.4,45912,46375
"2022-01-03 22:00:00",45813.7,46250,45984.9,45910.5
"2022-01-03 23:00:00",45967.6,46436.4,46219.5,45984.9
"2022-01-04 00:00:00",46170.1,46569.1,46438.9,46219.6
"2022-01-04 01:00:00",46170,46540.7,46252.9,46446
"2022-01-04 02:00:00",46062.5,46403.1,46077.1,46253
"2022-01-04 03:00:00",45950,46270.5,46120.6,46077.1
"2022-01-04 04:00:00",46022.6,46383.1,46323,46115.8
"2022-01-04 05:00:00",46038.6,46413.4,46105.8,46318
"2022-01-04 06:00:00",46037.3,46296.5,46151.6,46105.7
"2022-01-04 07:00:00",46067.1,46381.3,46368.9,46157.9
"2022-01-04 08:00:00",46313.3,46560.8,46529.6,46368.8
"2022-01-04 09:00:00",46385.6,46669.2,46488.4,46529.6
"2022-01-04 10:00:00",46294.2,46584.4,46349.2,46484.4
"2022-01-04 11:00:00",46298.2,46744.5,46614.3,46349.2
"2022-01-04 12:00:00",46612.3,46748.6,46712.9,46614.3
"2022-01-04 13:00:00",46472.1,46746.2,46629.7,46712.9
"2022-01-04 14:00:00",46400.2,47066.8,46945.8,46628
"2022-01-04 15:00:00",46795.4,47503,47306.4,46945.7
"2022-01-04 16:00:00",46841,47513,46919.2,47305.8
"2022-01-04 17:00:00",46625,46919.1,46765.1,46919.1
"2022-01-04 18:00:00",46532.9,46969.3,46556,46765
"2022-01-04 19:00:00",45500,46709.7,45734.5,46556
"2022-01-04 20:00:00",45560.2,46432.6,46039.6,45739.4
"2022-01-04 21:00:00",45958.4,46410,46256.6,46039.5
"2022-01-04 22:00:00",46025.5,46312.5,46211.2,46256.5
"2022-01-04 23:00:00",45968,46246.4,46151.1,46211.2
"2022-01-05 00:00:00",45751.6,46151,45823.5,46151
"2022-01-05 01:00:00",45717.3,46280.5,46254.9,45821.6
"2022-01-05 02:00:00",46114.6,46336.4,46114.6,46255
"2022-01-05 03:00:00",46114.5,46400,46290,46114.5
"2022-01-05 04:00:00",46290,46551.4,46414.2,46290.1
"2022-01-05 05:00:00",46351.1,46524.8,46409.7,46414.2
"2022-01-05 06:00:00",46245.3,46409.8,46305.2,46409.8
"2022-01-05 07:00:00",46245.2,46483.7,46450.1,46305.2
"2022-01-05 08:00:00",46326.7,46479.1,46397.6,46450
"2022-01-05 09:00:00",46265,46665.9,46625,46399.1
"2022-01-05 10:00:00",46561.9,46937.1,46846.7,46625.1
"2022-01-05 11:00:00",46702,47045,46805.7,46846.8
"2022-01-05 12:00:00",46095,46833.5,46266.7,46805.7
"2022-01-05 13:00:00",45902.9,46347.8,46230.5,46266.7
"2022-01-05 14:00:00",46105.1,46444,46424.2,46230.5
"2022-01-05 15:00:00",46147,46817.2,46687.3,46424.3
"2022-01-05 16:00:00",46364.9,46811.9,46608.3,46687.3
"2022-01-05 17:00:00",46262.1,46661.2,46296.5,46608.3
"2022-01-05 18:00:00",45985,46455,46006.4,46296.5
"2022-01-05 19:00:00",45555,46371.5,45916.6,46006.3
"2022-01-05 20:00:00",44250,46100,44669,45916.6
"2022-01-05 21:00:00",43594.6,44821.7,43965.6,44669
"2022-01-05 22:00:00",43383.7,44313.7,43597,43958.6
"2022-01-05 23:00:00",42410,43777.9,43406.8,43596.9
"2022-01-06 00:00:00",43222.9,43668.6,43422.6,43415.4
"2022-01-06 01:00:00",43243.2,43739.9,43648.4,43425.9
"2022-01-06 02:00:00",43289.3,43762.2,43529.9,43649.9
"2022-01-06 03:00:00",43125.2,43591.5,43245.5,43526
"2022-01-06 04:00:00",42803.4,43296.4,42813.9,43245.5
"2022-01-06 05:00:00",42571.8,43127.1,43003.1,42818.9
"2022-01-06 06:00:00",42751,43221.9,43028.2,43002.8
"2022-01-06 07:00:00",42891.4,43205,43072.5,43028.2
"2022-01-06 08:00:00",42982.5,43245.9,43218.7,43082.8
"2022-01-06 09:00:00",42901.6,43246.3,43046.2,43218.7
"2022-01-06 10:00:00",42390,43068.5,42579.8,43046.3
"2022-01-06 11:00:00",42562.1,42920.7,42863.3,42579.2
"2022-01-06 12:00:00",42677.1,42937.5,42852.8,42863.4
"2022-01-06 13:00:00",42628,43036.9,43035,42852.8
"2022-01-06 14:00:00",42875.7,43157.8,43106.7,43035
"2022-01-06 15:00:00",42749,43215.7,42780,43111.2
"2022-01-06 16:00:00",42648.3,43000,42935.5,42782.5
"2022-01-06 17:00:00",42744,43072.9,42865.9,42935.5
"2022-01-06 18:00:00",42789,43142.8,42988.2,42866
"2022-01-06 19:00:00",42964,43376.1,43339.8,42988.2
"2022-01-06 20:00:00",43204.3,43495.2,43405.7,43346.8
"2022-01-06 21:00:00",43106.5,43549.8,43197.5,43405.7
"2022-01-06 22:00:00",43063.3,43220,43107.4,43200.1
"2022-01-06 23:00:00",42997.7,43206,43154.2,43105.1
"2022-01-07 00:00:00",43043.1,43214.2,43076.1,43154.3
"2022-01-07 01:00:00",42712.2,43128.2,42784.1,43075.6
"2022-01-07 02:00:00",42784,43016.6,42988.9,42784.1
"2022-01-07 03:00:00",42758.1,43010.9,42787,42988.9
"2022-01-07 04:00:00",41502.8,42809.6,41783.1,42786.9
"2022-01-07 05:00:00",40882.7,41875,41663.2,41786
"2022-01-07 06:00:00",41511.9,41911,41826.6,41663.2
"2022-01-07 07:00:00",41400.9,41829.5,41513.8,41827.9
"2022-01-07 08:00:00",41207.8,41705.6,41679,41513.7
"2022-01-07 09:00:00",41595.7,42869.7,42074.6,41684.6
"2022-01-07 10:00:00",42049.3,42591.2,42398.8,42068.4
"2022-01-07 11:00:00",42153.1,42509.9,42153.2,42398.4
"2022-01-07 12:00:00",42147.2,42320,42232.9,42153.3
"2022-01-07 13:00:00",42232.9,42466.7,42375.8,42232.9
"2022-01-07 14:00:00",41117.9,42748.6,41461.4,42378
"2022-01-07 15:00:00",41367.5,42099.3,41864.5,41470.4
"2022-01-07 16:00:00",40579.3,41886.5,41293.6,41864.5
"2022-01-07 17:00:00",40900.8,42294.9,42110.8,41293.7
"2022-01-07 18:00:00",41754.1,42136.5,41976.3,42111.5
"2022-01-07 19:00:00",41501.4,41978.6,41684.3,41969.8
"2022-01-07 20:00:00",41509.5,41876.5,41749.3,41684.3
"2022-01-07 21:00:00",41586.9,42035,41894,41763
"2022-01-07 22:00:00",41839.1,42010,41863,41902.1
"2022-01-07 23:00:00",41335,41862.5,41530.4,41862.5
"2022-01-08 00:00:00",41320,41579.9,41542.5,41529.8
"2022-01-08 01:00:00",41543.3,42100,41985.8,41543.3
"2022-01-08 02:00:00",41826.2,42239.9,41878.7,41981.7
"2022-01-08 03:00:00",41683,41924.9,41872.2,41875.8
"2022-01-08 04:00:00",41640.4,41889.2,41786.9,41869
"2022-01-08 05:00:00",41742.8,41974.8,41875.2,41793.1
"2022-01-08 06:00:00",41816.9,41967,41941.9,41870.3
"2022-01-08 07:00:00",41718.9,41958.9,41896.7,41947.9
"2022-01-08 08:00:00",41822.5,41940,41900.3,41896.8
"2022-01-08 09:00:00",41868,42160,41936.5,41893.5
"2022-01-08 10:00:00",41931.8,42133.9,42133,41936.4
"2022-01-08 11:00:00",41777.2,42180.3,41902.3,42133
"2022-01-08 12:00:00",41750.7,41950,41920.6,41902.4
"2022-01-08 13:00:00",41762,42035.3,41862,41920.5
"2022-01-08 14:00:00",41610.4,42015,41885.5,41862.1
"2022-01-08 15:00:00",41709,41969.6,41733.4,41885.5
"2022-01-08 16:00:00",41400.1,41786.4,41604.2,41739
"2022-01-08 17:00:00",41168.8,41720.1,41343.2,41600.4
"2022-01-08 18:00:00",40805.3,41399.9,40845.5,41343.6
"2022-01-08 19:00:00",40566.1,41300,40683.4,40845.4
"2022-01-08 20:00:00",40512.1,41077.8,40836.2,40683.5
"2022-01-08 21:00:00",40733.7,41178,40975.8,40834.8
"2022-01-08 22:00:00",40932.9,42080,41778.8,40976.6
"2022-01-08 23:00:00",41726.9,42300,41919,41778.1
"2022-01-09 00:00:00",41662.8,41949.7,41689.4,41919
"2022-01-09 01:00:00",41398.7,41819.9,41766.1,41689.4
"2022-01-09 02:00:00",41601.3,41910,41805,41766
"2022-01-09 03:00:00",41768.8,42160.2,42092.8,41805
"2022-01-09 04:00:00",41784.2,42092.9,41829.1,42092.8
"2022-01-09 05:00:00",41802.3,42087,42065.6,41829
"2022-01-09 06:00:00",41710,42078.6,41758,42067.6
"2022-01-09 07:00:00",41663.8,41937.9,41865.5,41757.9
"2022-01-09 08:00:00",41767.5,41892.5,41792.3,41865.4
"2022-01-09 09:00:00",41612.8,41931.3,41666.7,41788.9
"2022-01-09 10:00:00",41458.6,41760,41505.8,41666.8
"2022-01-09 11:00:00",41400,41733.3,41635.5,41504.6
"2022-01-09 12:00:00",41637.9,41992.9,41860.6,41637.9
"2022-01-09 13:00:00",41680,41911.9,41735.2,41858.4
"2022-01-09 14:00:00",41471.7,41886.5,41471.7,41735.2
"2022-01-09 15:00:00",41471.7,41739.4,41535.1,41471.8
"2022-01-09 16:00:00",41207.2,41673.6,41603.6,41535
"2022-01-09 17:00:00",41550.4,42125.5,42123.1,41603.6
"2022-01-09 18:00:00",41871.4,42185.8,42070.2,42125
"2022-01-09 19:00:00",41900.8,42303.1,41949.9,42070.1
"2022-01-09 20:00:00",41922.9,42737.4,42672.9,41949.9
"2022-01-09 21:00:00",42348.4,42770.8,42415.1,42673
"2022-01-09 22:00:00",42254.1,42518.2,42296.4,42415.1
"2022-01-09 23:00:00",42085.2,42466.2,42189.8,42296.4
"2022-01-10 00:00:00",41765,42278.2,41852.9,42190.7
"2022-01-10 01:00:00",41610.8,42018.9,41649.6,41856.4
"2022-01-10 02:00:00",41587,41828.6,41794.5,41649.5
"2022-01-10 03:00:00",41703.6,41979.8,41912.9,41794.5
"2022-01-10 04:00:00",41841.9,41969.8,41953.9,41912.8
"2022-01-10 05:00:00",41913.8,42213.1,42159.4,41953.4
"2022-01-10 06:00:00",41951.7,42198.3,42013,42166.2
"2022-01-10 07:00:00",41814,42044.7,41922.3,42011.4
"2022-01-10 08:00:00",41878.7,42133.3,42027.8,41919.1
"2022-01-10 09:00:00",41710.8,42097.4,41805.5,42035.4
"2022-01-10 10:00:00",41703,41910,41792.7,41810.2
"2022-01-10 11:00:00",41730.1,41962,41769.1,41788.6
"2022-01-10 12:00:00",41437.7,41784.9,41559.9,41769.1
"2022-01-10 13:00:00",40925.8,41599.3,40939.7,41559.9
"2022-01-10 14:00:00",40715.1,41044.5,40752.3,40942.6
"2022-01-10 15:00:00",39620,41235.2,40755.7,40752.2
"2022-01-10 16:00:00",40532.4,41211.4,40968,40761.6
"2022-01-10 17:00:00",40844.8,42163.8,41890.3,40968.1
"2022-01-10 18:00:00",40549.3,42100,41167.2,41888.9
"2022-01-10 19:00:00",41105.6,41709,41593.5,41167.2
"2022-01-10 20:00:00",41200,41686.6,41280,41593.4
"2022-01-10 21:00:00",41146.1,41760.7,41693.4,41282.4
"2022-01-10 22:00:00",41551.5,41982.1,41700.7,41694.1
"2022-01-10 23:00:00",41517.4,41824.7,41587.4,41700.7
"2022-01-11 00:00:00",41500.1,41869.5,41804.4,41590.5
"2022-01-11 01:00:00",41580.8,41858.8,41582.1,41800.1
"2022-01-11 02:00:00",41539.3,42053.7,41909.8,41586.6
"2022-01-11 03:00:00",41809.1,42383,42152.9,41909.9
"2022-01-11 04:00:00",42032,42249.9,42249.9,42153
"2022-01-11 05:00:00",42111.3,42350,42285.8,42250
"2022-01-11 06:00:00",42014.2,42296.4,42099.7,42289.2
"2022-01-11 07:00:00",41963.1,42213,42084.1,42097.8
"2022-01-11 08:00:00",42066.3,42263.7,42180.2,42084.5
"2022-01-11 09:00:00",41914.2,42681.1,41980,42181.9
"2022-01-11 10:00:00",41822.1,42118.6,41969.2,41980
"2022-01-11 11:00:00",41571.2,42048.1,41619.1,41969.2
"2022-01-11 12:00:00",41587.5,41914.7,41805.6,41619
"2022-01-11 13:00:00",41720,41944,41796.3,41805.2
"2022-01-11 14:00:00",41580,41869.6,41689.6,41796.4
"2022-01-11 15:00:00",41260,41812.7,41612.3,41689.7
"2022-01-11 16:00:00",41418.7,42169.7,41720.9,41621.3
"2022-01-11 17:00:00",41675.3,43000,42680.6,41721
"2022-01-11 18:00:00",42265.8,43100,42525.7,42689.1
"2022-01-11 19:00:00",42344.1,42888,42731.8,42525.7
"2022-01-11 20:00:00",42591.5,43060.9,42949.7,42731.9
"2022-01-11 21:00:00",42684.4,43079.9,42778.4,42949.7
"2022-01-11 22:00:00",42638.3,42803.3,42656.5,42781.9
"2022-01-11 23:00:00",42600,42758.9,42699.4,42656.5
"2022-01-12 00:00:00",42630,42869.7,42715.8,42695.4
"2022-01-12 01:00:00",42564.2,42947.4,42666.9,42715.8
"2022-01-12 02:00:00",42558,42748,42621,42667
"2022-01-12 03:00:00",42437.8,42694.6,42548,42621
"2022-01-12 04:00:00",42488.2,42649.3,42594.8,42548
"2022-01-12 05:00:00",42500,42715,42621.3,42594.8
"2022-01-12 06:00:00",42560,42752,42699.7,42621.4
"2022-01-12 07:00:00",42599,42860,42663.8,42699.7
"2022-01-12 08:00:00",42464.8,42663.7,42560.9,42663.7
"2022-01-12 09:00:00",42502.7,42690,42596.6,42560.3
"2022-01-12 10:00:00",42568.9,42891.9,42791.7,42596.5
"2022-01-12 11:00:00",42727.1,42974.9,42745.8,42788.3
"2022-01-12 12:00:00",42667.2,43500,42919.3,42745.8
"2022-01-12 13:00:00",42870.2,43268.6,43264.6,42919.3
"2022-01-12 14:00:00",43170.7,44060,43894.4,43264.6
"2022-01-12 15:00:00",43669.5,43931.6,43843.3,43894.4
"2022-01-12 16:00:00",43406.1,43923.3,43554.1,43839.9
"2022-01-12 17:00:00",43327.9,43706.9,43610,43557.4
"2022-01-12 18:00:00",43486.8,43855.5,43818.3,43606.9
"2022-01-12 19:00:00",43563.1,43872.6,43585.1,43818.3
"2022-01-12 20:00:00",43525,43745.6,43727.9,43585.1
"2022-01-12 21:00:00",43624.1,43979.7,43809.5,43728
"2022-01-12 22:00:00",43733.2,44305,43763.5,43812.2
"2022-01-12 23:00:00",43742.2,43944.1,43827.8,43763.6
"2022-01-13 00:00:00",43807,44008.3,43894,43827.9
"2022-01-13 01:00:00",43664.2,44038.4,43708.7,43894
"2022-01-13 02:00:00",43510,43790,43545,43708.7
"2022-01-13 03:00:00",43529.4,43666.4,43591.7,43545
"2022-01-13 04:00:00",43431.9,43640.9,43508.3,43591.6
"2022-01-13 05:00:00",43490.6,43708.2,43612.6,43508.2
"2022-01-13 06:00:00",43577.2,43753,43660,43612.5
"2022-01-13 07:00:00",43642.5,43788,43709,43660.1
"2022-01-13 08:00:00",43567.1,43760,43702,43707.6
"2022-01-13 09:00:00",43671.6,43881.6,43881.5,43701.9
"2022-01-13 10:00:00",43742.1,43987,43864.5,43881.5
"2022-01-13 11:00:00",43768.1,44002,43784.6,43865
"2022-01-13 12:00:00",43500,43824.5,43606.9,43780.8
"2022-01-13 13:00:00",43585.6,43800,43791.3,43606.1
"2022-01-13 14:00:00",43675.5,43926,43909.8,43791.4
"2022-01-13 15:00:00",43824.3,44411.2,44145.3,43909.8
"2022-01-13 16:00:00",42888,44194,43196,44145.3
"2022-01-13 17:00:00",43073.8,43473.4,43245.2,43200.8
"2022-01-13 18:00:00",42571.4,43245.3,42820.2,43245.3
"2022-01-13 19:00:00",42635.4,42949.8,42713.7,42820.1
"2022-01-13 20:00:00",42527,42893.2,42706.6,42713.8
"2022-01-13 21:00:00",42318.1,42790.4,42779.5,42706.5
"2022-01-13 22:00:00",42654.2,42867.2,42800.3,42777.1
"2022-01-13 23:00:00",42466.2,42870.2,42590.7,42794.6
"2022-01-14 00:00:00",42495,42721.6,42560.5,42590.4
"2022-01-14 01:00:00",42368.7,42773.3,42752.8,42558.8
"2022-01-14 02:00:00",42551.4,42764.3,42585.5,42746.1
"2022-01-14 03:00:00",42427.8,42718,42710.4,42585.5
"2022-01-14 04:00:00",42578,42732.1,42630.4,42710.4
"2022-01-14 05:00:00",42615.5,42843.8,42669.7,42629.2
"2022-01-14 06:00:00",42650,42898.2,42887.5,42669.7
"2022-01-14 07:00:00",42774.8,42953,42811.6,42883
"2022-01-14 08:00:00",42600,42871,42645.3,42811.6
"2022-01-14 09:00:00",42366.6,42669.9,42515.2,42646.2
"2022-01-14 10:00:00",42478,42680,42553.2,42516
"2022-01-14 11:00:00",41940,42617.3,42072.8,42554
"2022-01-14 12:00:00",41828.8,42080.5,42004.9,42072.9
