Date,Low,High,Close,Open
"2013-11-14",3409,3422.6,3422.6,3419.8
"2013-11-18",3371.6,3400.6,3378.1,3385.8
"2013-11-19",3359.3,3397.7,3367.2,3386.1
"2013-11-20",3380.6,3405,3402.7,3382.5
"2013-11-21",3406.4,3422.1,3422,3409.5
"2013-11-25",3422.4,3455.5,3445.7,3429.6
"2013-11-26",3452,3471.6,3470.5,3454.8
"2013-11-28",3481.3,3496,3487.8,3481.3
"2013-12-02",3465.4,3487,3479.4,3479
"2013-12-03",3453.2,3493.1,3483,3463.7
"2013-12-04",3468.9,3489.1,3477.8,3484.3
"2013-12-05",3485.8,3511.1,3504.3,3511.1
"2013-12-09",3507.4,3520.7,3514.2,3510.7
"2013-12-10",3464.4,3519.2,3468.9,3514.2
"2013-12-11",3458,3479,3460.3,3471.9
"2013-12-12",3449.8,3477.9,3456.4,3476.9
"2013-12-16",3461,3482.3,3469.3,3474.7
"2013-12-17",3422.8,3510.5,3509.6,3468.1
"2013-12-18",3483,3502.2,3498.6,3499.8
"2013-12-19",3502.3,3541,3531.2,3502.5
"2013-12-23",3564.6,3574.5,3572.8,3570.5
"2013-12-25",3572.1,3586.7,3584.6,3579.6
"2013-12-26",3571,3591.3,3574,3589.1
"2013-12-30",3575.2,3592,3592,3576.2
"2014-01-01",3553.6,3577,3563.6,3575.6
"2014-01-02",3537.6,3567.5,3538.7,3564.9
"2014-01-06",3535.5,3563,3557.9,3539.3
"2014-01-07",3551.1,3575.1,3567.5,3558.3
"2014-01-08",3541.8,3579.4,3552.5,3576.3
"2014-01-09",3536.5,3568.5,3565.1,3565.7
"2014-01-13",3525.5,3581.6,3580.6,3526.2
"2014-01-14",3592.6,3615.7,3609.8,3593.8
"2014-01-15",3599.8,3614.6,3611.3,3605.4
"2014-01-16",3580.4,3608.7,3591.2,3597.4
"2014-01-20",3586,3617.7,3617.7,3611.6
"2014-01-21",3615.5,3634.6,3627.7,3623.3
"2014-01-22",3588.8,3613.8,3613.7,3612.5
"2014-01-23",3541.3,3601,3541.5,3596.9
"2014-01-27",3483.7,3509.8,3505.7,3484.4
"2014-01-28",3461.6,3500.8,3467.8,3472.4
"2014-01-29",3508.1,3544.3,3532.5,3514.3
"2014-01-30",3488.1,3539.5,3521.9,3488.4
"2014-02-03",3449.2,3480.7,3470.2,3460.1
"2014-02-04",3418.8,3469.3,3454.9,3457
"2014-02-05",3465.4,3502.5,3497.6,3465.8
"2014-02-06",3508.8,3563.1,3561.9,3522.3
